tsne_1,tsne_2,group
-19.365143,-4.509524,Real Normal
46.04298,-28.17503,Real Normal
-4.698879,8.388083,Real Normal
26.256193,14.138024,Real Normal
61.399956,-2.6921406,Real Normal
61.704327,-1.906713,Real Normal
-0.17012964,-0.91299325,Real Normal
10.7843895,-4.4835243,Real Normal
13.875156,17.716005,Real Normal
46.53883,-30.2956,Real Normal
44.243336,5.4112787,Real Normal
41.650654,-22.601093,Real Normal
2.9804487,13.07444,Real Normal
52.019753,-17.092941,Real Normal
23.765299,10.378853,Real Normal
24.004894,7.8968925,Real Normal
-7.8463078,-1.872779,Real Normal
37.688362,16.408178,Real Normal
9.314226,12.37719,Real Normal
-13.911826,-4.9336243,Real Normal
61.923317,1.1554873,Real Normal
31.89276,-9.956032,Real Normal
39.330494,18.980963,Real Normal
13.541854,-3.4934793,Real Normal
-13.201152,-8.131993,Real Normal
38.550175,19.021286,Real Normal
52.38956,-5.4381833,Real Normal
-6.4978757,1.2431028,Real Normal
51.99805,-20.282187,Real Normal
8.425429,16.218573,Real Normal
7.770244,-4.6100774,Real Normal
4.0611334,-9.080826,Real Normal
-7.5027723,20.08678,Real Normal
33.779663,19.321245,Real Normal
58.163216,2.598839,Real Normal
-3.748374,8.4057665,Real Normal
38.95261,-13.915252,Real Normal
-10.012705,-0.49347746,Real Normal
3.4798691,12.853706,Real Normal
7.525437,-8.464138,Real Normal
14.444355,18.878523,Real Normal
29.791477,15.1503725,Real Normal
48.992584,-20.348757,Real Normal
36.25624,-9.115788,Real Normal
61.717533,9.000157,Real Normal
53.591496,-21.134315,Real Normal
-8.921863,-16.28988,Real Normal
-4.081857,8.988815,Real Normal
36.47678,18.350067,Real Normal
8.427206,5.974416,Real Normal
-2.9693244,-11.348599,Real Normal
18.566051,9.803447,Real Normal
55.124577,-20.855143,Real Normal
-3.306699,7.442813,Real Normal
18.029238,9.66266,Real Normal
-16.500252,-10.96733,Real Normal
8.341495,16.732983,Real Normal
27.4468,10.8381,Real Normal
48.83795,-16.014204,Real Normal
51.731018,4.0973396,Real Normal
39.663525,0.87256116,Real Normal
27.69025,8.487247,Real Normal
-10.268827,22.581697,Real Normal
-0.31881133,2.1691816,Real Normal
2.9080687,1.382187,Real Normal
4.6379123,8.657966,Real Normal
47.656296,6.2060738,Real Normal
11.265119,10.6551,Real Normal
16.07811,4.03276,Real Normal
53.38527,-19.156317,Real Normal
13.087997,8.622119,Real Normal
49.89884,-25.319288,Real Normal
3.9914618,-19.426819,Real Normal
36.20524,-9.901643,Real Normal
51.229378,12.965227,Real Normal
43.617405,-29.34946,Real Normal
21.776855,4.4555826,Real Normal
31.066532,10.045862,Real Normal
32.0638,10.314829,Real Normal
54.146164,7.641575,Real Normal
44.895958,-9.164954,Real Normal
37.8979,-11.449529,Real Normal
48.103966,-9.995037,Real Normal
-2.483143,-8.669771,Real Normal
49.534306,-10.006373,Real Normal
8.920428,3.304466,Real Normal
4.3132567,10.673877,Real Normal
35.058636,21.862091,Real Normal
55.778885,2.4372916,Real Normal
-5.79673,-9.631913,Real Normal
29.134415,12.651771,Real Normal
46.040592,-24.87288,Real Normal
6.347246,-0.27899924,Real Normal
8.181028,9.430055,Real Normal
1.1745731,0.51043266,Real Normal
51.8876,-15.0107765,Real Normal
1.8152314,-1.7993953,Real Normal
-3.3895185,-1.2710046,Real Normal
0.9297667,-8.4213085,Real Normal
43.46803,5.6078734,Real Normal
-4.782114,-2.5738263,Real Normal
-3.2745094,-1.3384051,Real Normal
12.457842,4.4495616,Real Normal
-8.304437,-1.2387241,Real Normal
4.1633797,-0.0601437,Real Normal
8.687177,1.997789,Real Normal
57.38951,8.378517,Real Normal
55.4465,7.5358996,Real Normal
-10.938858,4.666106,Real Normal
26.500889,-15.113947,Real Normal
39.132633,-21.632925,Real Normal
-9.015224,3.896163,Real Normal
12.061724,-4.4739056,Real Normal
54.461403,4.064776,Real Normal
-15.751191,-3.2980492,Real Normal
1.0790784,5.9020066,Real Normal
8.260832,15.602613,Real Normal
37.111645,-0.3923795,Real Normal
36.40519,21.329832,Real Normal
44.374157,-25.959538,Real Normal
50.635517,-27.590298,Real Normal
-16.409323,-11.188817,Real Normal
13.645334,2.3651247,Real Normal
31.01388,-10.900035,Real Normal
47.34073,-28.14586,Real Normal
38.049904,-16.840075,Real Normal
60.981857,1.4883362,Real Normal
51.33081,8.020492,Real Normal
3.2385817,-3.9177756,Real Normal
54.725723,4.3956113,Real Normal
38.040176,-27.685932,Real Normal
-1.8864259,-12.421941,Real Normal
47.232563,-22.213942,Real Normal
8.884314,13.153018,Real Normal
49.805954,-17.722887,Real Normal
13.14272,13.789117,Real Normal
41.779774,4.903409,Real Normal
8.852443,-0.81033146,Real Normal
43.59463,-22.598743,Real Normal
48.258656,-26.988092,Real Normal
4.947891,-6.8456736,Real Normal
43.842945,6.8261666,Real Normal
49.18728,-22.398579,Real Normal
4.665603,-5.9381986,Real Normal
49.92444,-14.738195,Real Normal
7.7413244,4.6765623,Real Normal
41.78893,-23.963158,Real Normal
46.78564,-29.494686,Real Normal
6.7988205,10.635094,Real Normal
49.872276,13.623942,Real Normal
1.4332737,6.3952317,Real Normal
7.392692,13.562725,Real Normal
-4.314434,4.0082283,Real Normal
49.85204,-11.881038,Real Normal
39.70105,-12.635202,Real Normal
21.883797,13.776014,Real Normal
4.746693,-1.3013958,Real Normal
-9.076753,0.90801597,Real Normal
-0.78210336,-9.242617,Real Normal
56.47154,10.4707,Real Normal
4.264486,-17.055365,Real Normal
-2.907678,10.559676,Real Normal
54.41103,9.687114,Real Normal
-7.4575925,5.820563,Real Normal
2.854008,8.343067,Real Normal
49.205746,7.2620373,Real Normal
49.27874,-29.48033,Real Normal
1.5444396,-11.75854,Real Normal
13.109464,8.5400915,Real Normal
5.3443246,-4.205218,Real Normal
51.431797,-18.349012,Real Normal
3.0248723,17.378044,Real Normal
50.437263,-17.462791,Real Normal
0.0051720017,-8.912183,Real Normal
1.5430303,-2.650689,Real Normal
48.49672,-15.333827,Real Normal
2.6388118,4.3075585,Real Normal
3.2523024,-7.7217,Real Normal
2.346062,-14.855086,Real Normal
25.20676,9.092519,Real Normal
16.490284,10.282804,Real Normal
40.965973,-29.26751,Real Normal
50.610714,8.392603,Real Normal
0.6693814,-2.820631,Real Normal
25.209032,12.444097,Real Normal
46.389004,5.582064,Real Normal
52.736065,13.741638,Real Normal
46.047703,-24.202988,Real Normal
0.5386619,10.470808,Real Normal
5.256154,-8.157314,Real Normal
-18.221489,-3.052191,Real Normal
9.96368,-0.7076317,Real Normal
23.682358,9.284197,Real Normal
-3.8616335,-3.5868611,Real Normal
41.887268,-23.714796,Real Normal
10.789794,3.9436312,Real Normal
49.57295,5.1460605,Real Normal
7.919711,-0.44682974,Real Normal
48.79001,-27.29904,Real Normal
6.06037,14.220415,Real Normal
29.385658,-13.7430315,Real Normal
0.19279966,-9.272393,Real Normal
57.336826,3.718187,Real Normal
18.611624,13.665328,Real Normal
12.748022,2.492704,Real Normal
13.044662,17.912863,Real Normal
25.64016,11.18889,Real Normal
22.208271,7.888469,Real Normal
46.338272,-21.68036,Real Normal
-1.404039,2.2078724,Real Normal
44.583355,-18.997763,Real Normal
42.32575,-17.32953,Real Normal
13.954528,6.460175,Real Normal
11.328243,3.9782557,Real Normal
-10.83449,-2.7282047,Real Normal
56.69093,-19.230675,Real Normal
4.2399774,20.060436,Real Normal
6.0553446,5.0436783,Real Normal
39.516106,-28.162056,Real Normal
39.45361,-28.09178,Real Normal
38.82928,-25.653688,Real Normal
2.5820568,7.34026,Real Normal
21.849245,7.201,Real Normal
42.115124,-27.487871,Real Normal
4.8278294,11.796597,Real Normal
45.51715,-15.820515,Real Normal
61.94199,-8.597957,Real Normal
7.0439534,16.40531,Real Normal
-3.029747,-3.9971814,Real Normal
45.166992,-16.636053,Real Normal
-1.5107013,-1.5994402,Real Normal
42.67814,6.592615,Real Normal
49.57438,-19.735313,Real Normal
56.70434,-19.219505,Real Normal
2.9370203,-4.6015487,Real Normal
4.10136,3.2555716,Real Normal
-22.369347,-9.565923,Real Pneumonia
-34.0337,-16.122293,Real Pneumonia
-20.246855,-6.017291,Real Pneumonia
35.446846,19.363869,Real Pneumonia
-20.28164,-19.115889,Real Pneumonia
8.854116,7.4528885,Real Pneumonia
-49.42653,-5.6847415,Real Pneumonia
-1.5713514,0.8454937,Real Pneumonia
40.8561,-19.60794,Real Pneumonia
-48.43461,-7.066569,Real Pneumonia
17.195341,-4.638842,Real Pneumonia
8.160526,-5.2270484,Real Pneumonia
-27.171581,24.413504,Real Pneumonia
12.79202,-20.84799,Real Pneumonia
-6.190648,-17.54931,Real Pneumonia
20.86097,21.471949,Real Pneumonia
-22.248589,-19.050472,Real Pneumonia
47.41629,-13.56839,Real Pneumonia
3.2546668,-20.232523,Real Pneumonia
-26.375063,-1.6850575,Real Pneumonia
27.490187,-13.736057,Real Pneumonia
-10.230231,1.0184735,Real Pneumonia
-10.610685,-13.967823,Real Pneumonia
-24.46082,4.4885755,Real Pneumonia
-19.856384,18.205334,Real Pneumonia
-23.97393,15.290139,Real Pneumonia
-3.9188938,1.6820276,Real Pneumonia
-24.25833,12.004334,Real Pneumonia
-44.415535,-8.775505,Real Pneumonia
-6.376237,-5.3252535,Real Pneumonia
-55.615143,-5.1426086,Real Pneumonia
-27.833746,0.33085063,Real Pneumonia
-33.22034,-5.226383,Real Pneumonia
-22.56158,9.990503,Real Pneumonia
-52.16707,1.3211795,Real Pneumonia
-12.744875,20.880762,Real Pneumonia
-39.004612,-10.3881855,Real Pneumonia
-38.26375,-13.907644,Real Pneumonia
-25.593132,9.286596,Real Pneumonia
-2.3238041,19.267113,Real Pneumonia
-25.233568,-2.0924864,Real Pneumonia
-19.61482,12.854517,Real Pneumonia
-42.353188,-3.111472,Real Pneumonia
-46.88712,-7.0322556,Real Pneumonia
-31.666162,-7.361944,Real Pneumonia
-50.521152,-12.561145,Real Pneumonia
-34.525234,-17.379187,Real Pneumonia
-11.234845,-4.029318,Real Pneumonia
-21.159235,16.484648,Real Pneumonia
-31.167046,-1.7218035,Real Pneumonia
-19.60483,-16.4563,Real Pneumonia
-12.889482,17.88104,Real Pneumonia
-37.06547,-12.7903185,Real Pneumonia
-48.749798,-9.345125,Real Pneumonia
-15.601471,-14.437773,Real Pneumonia
-18.058628,6.9144893,Real Pneumonia
-29.332598,3.472908,Real Pneumonia
-9.631199,-5.8889055,Real Pneumonia
8.092172,-7.429651,Real Pneumonia
-10.125539,-0.61257786,Real Pneumonia
13.060926,-10.703593,Real Pneumonia
-25.242752,10.055597,Real Pneumonia
-38.80005,-10.5503025,Real Pneumonia
-13.766461,20.839132,Real Pneumonia
-49.85562,-12.45793,Real Pneumonia
-36.150852,-10.541317,Real Pneumonia
-19.255833,-8.750277,Real Pneumonia
-52.253376,-8.891354,Real Pneumonia
-6.154681,6.2348275,Real Pneumonia
-18.219645,0.7048615,Real Pneumonia
-36.310837,1.0357282,Real Pneumonia
-14.2466345,-16.214355,Real Pneumonia
-28.676176,0.27327782,Real Pneumonia
-0.9619934,6.5204334,Real Pneumonia
-50.9544,-8.588864,Real Pneumonia
-13.195559,23.609602,Real Pneumonia
-27.23376,-11.741113,Real Pneumonia
-20.7954,6.054346,Real Pneumonia
-51.492985,-0.26147217,Real Pneumonia
-8.542054,20.066757,Real Pneumonia
-21.905249,-3.442523,Real Pneumonia
-20.80403,0.6371687,Real Pneumonia
-27.746122,-4.3755383,Real Pneumonia
12.170864,-4.5775056,Real Pneumonia
-24.805836,25.58145,Real Pneumonia
-53.508617,-7.573443,Real Pneumonia
-14.787667,6.5038195,Real Pneumonia
-42.449715,-13.345541,Real Pneumonia
-20.461073,15.071931,Real Pneumonia
29.127731,17.342793,Real Pneumonia
-20.96679,-2.458611,Real Pneumonia
-12.299734,13.600945,Real Pneumonia
-13.148631,2.5211806,Real Pneumonia
-56.5685,-3.7439542,Real Pneumonia
-13.849595,-6.2315264,Real Pneumonia
3.2237556,-22.556,Real Pneumonia
-38.758865,-16.873705,Real Pneumonia
-41.268963,-13.1080675,Real Pneumonia
-30.209023,-4.0346355,Real Pneumonia
-29.061268,7.8441057,Real Pneumonia
-0.7835674,14.367726,Real Pneumonia
0.67807823,7.658764,Real Pneumonia
-56.142147,-7.4050574,Real Pneumonia
-23.057306,-16.781794,Real Pneumonia
-25.373257,1.9620109,Real Pneumonia
-31.467993,5.8802195,Real Pneumonia
-29.173964,6.189538,Real Pneumonia
-10.94063,-11.698268,Real Pneumonia
-27.21264,4.675563,Real Pneumonia
-11.364507,-5.6790433,Real Pneumonia
-33.961662,-4.417126,Real Pneumonia
-34.884697,-13.873358,Real Pneumonia
49.38203,-18.26116,Real Pneumonia
-52.868496,-9.669811,Real Pneumonia
-54.068493,-6.6580687,Real Pneumonia
-19.981977,7.481402,Real Pneumonia
-32.031837,7.3144226,Real Pneumonia
6.508024,7.9231505,Real Pneumonia
-14.926064,15.638487,Real Pneumonia
-16.839788,0.32698286,Real Pneumonia
-29.150217,-8.092223,Real Pneumonia
42.545033,-26.407557,Real Pneumonia
9.778287,17.75179,Real Pneumonia
-20.0874,-15.147611,Real Pneumonia
-33.450638,-9.978073,Real Pneumonia
18.215574,21.350609,Real Pneumonia
-16.031752,12.163137,Real Pneumonia
-15.213974,-8.878951,Real Pneumonia
-25.17703,-4.296681,Real Pneumonia
-31.117367,-15.226265,Real Pneumonia
-26.86926,18.379078,Real Pneumonia
-43.300224,-15.839,Real Pneumonia
-18.045147,-6.4089704,Real Pneumonia
-21.896675,-7.0937924,Real Pneumonia
-17.205341,10.063633,Real Pneumonia
-23.558197,25.84869,Real Pneumonia
-19.09794,21.665968,Real Pneumonia
-19.846481,-4.47122,Real Pneumonia
-28.002474,4.723932,Real Pneumonia
-15.587168,6.094687,Real Pneumonia
-8.514462,-4.074575,Real Pneumonia
22.495958,18.762526,Real Pneumonia
-38.113007,-13.104142,Real Pneumonia
-18.18678,18.746496,Real Pneumonia
-52.83737,-2.8297777,Real Pneumonia
-25.332575,0.9310461,Real Pneumonia
-7.252036,-4.9892545,Real Pneumonia
-24.846828,16.421518,Real Pneumonia
-18.698019,11.0656595,Real Pneumonia
-14.617547,-17.935146,Real Pneumonia
-9.8773155,-7.766058,Real Pneumonia
44.669483,16.294548,Real Pneumonia
-20.621347,-5.0290093,Real Pneumonia
31.777063,-10.492676,Real Pneumonia
17.062243,-0.115481764,Real Pneumonia
-16.695908,-17.534079,Real Pneumonia
-18.49374,5.465425,Real Pneumonia
-23.163067,1.443496,Real Pneumonia
-18.76799,6.6265483,Real Pneumonia
-1.5024536,0.07529142,Real Pneumonia
-50.36216,-12.968724,Real Pneumonia
-14.068035,9.046168,Real Pneumonia
-28.115137,16.735794,Real Pneumonia
-40.63541,-13.309745,Real Pneumonia
-57.047054,-4.852848,Real Pneumonia
12.269339,-1.3488594,Real Pneumonia
-5.0381784,-17.992886,Real Pneumonia
-36.917362,-14.784834,Real Pneumonia
-54.123844,-6.6165257,Real Pneumonia
-26.363201,6.784653,Real Pneumonia
-30.128124,-2.8240929,Real Pneumonia
-38.54834,-7.510145,Real Pneumonia
1.4127818,0.7469948,Real Pneumonia
-34.80522,-14.648386,Real Pneumonia
-25.492197,-9.315508,Real Pneumonia
-12.276982,-2.7092152,Real Pneumonia
1.4381349,-19.985914,Real Pneumonia
-5.4713216,14.375581,Real Pneumonia
-43.855476,-7.7513876,Real Pneumonia
-31.538853,5.0766854,Real Pneumonia
-37.57243,-16.98862,Real Pneumonia
-12.776228,-7.955796,Real Pneumonia
0.5554375,7.9347258,Real Pneumonia
29.767344,16.288446,Real Pneumonia
-31.116941,15.948771,Real Pneumonia
-28.080154,-8.746015,Real Pneumonia
-22.864477,6.988054,Real Pneumonia
-23.316391,15.201489,Real Pneumonia
-23.981335,8.657257,Real Pneumonia
-48.60721,-7.157303,Real Pneumonia
-51.565628,0.87701744,Real Pneumonia
-16.61725,26.657986,Real Pneumonia
-52.711258,-5.798269,Real Pneumonia
-18.68401,22.022717,Real Pneumonia
-5.5929384,-12.664138,Real Pneumonia
-52.2188,-8.7435255,Real Pneumonia
-21.867811,24.292957,Real Pneumonia
-26.135502,-10.916156,Real Pneumonia
-14.224812,-5.8030286,Real Pneumonia
-7.062265,1.1341729,Real Pneumonia
-39.710575,-14.945288,Real Pneumonia
-21.775042,18.71709,Real Pneumonia
44.301647,-24.738905,Real Pneumonia
-22.390419,18.271925,Real Pneumonia
-14.768897,2.0360262,Real Pneumonia
-41.08298,-14.938726,Real Pneumonia
-50.884212,6.760031,Real Pneumonia
3.8133168,2.8993123,Real Pneumonia
-25.109419,15.55582,Real Pneumonia
-12.424457,3.38107,Real Pneumonia
-20.887655,1.5842928,Real Pneumonia
-53.177834,-4.0867286,Real Pneumonia
-55.45025,-6.195272,Real Pneumonia
-43.424473,-8.461422,Real Pneumonia
22.730358,-27.424133,Real Pneumonia
-42.60868,-9.396208,Real Pneumonia
-26.626606,21.051912,Real Pneumonia
-23.20778,0.14480881,Real Pneumonia
-57.83249,2.2429867,Real Pneumonia
-39.277798,-4.8233857,Real Pneumonia
-33.54853,-16.007204,Real Pneumonia
-16.138899,2.7069721,Real Pneumonia
-24.314524,11.421161,Real Pneumonia
-41.51512,-8.074221,Real Pneumonia
-25.61479,-6.335309,Real Pneumonia
-4.8550534,13.379114,Real Pneumonia
-51.12605,-6.0715733,Real Pneumonia
29.131756,22.400436,Real Pneumonia
-28.08983,5.536738,Real Pneumonia
-24.54429,18.008698,Real Pneumonia
-19.56494,10.740848,Real Pneumonia
-23.36468,4.0237947,Real Pneumonia
-43.857746,-4.2364783,Real Pneumonia
-23.31081,11.56468,Real Pneumonia
-54.05919,-5.247534,Real Pneumonia
-43.626957,-14.797369,Real Pneumonia
-29.479046,9.18454,Real Pneumonia
-26.520685,-18.711657,Real Pneumonia
-23.495203,-9.156278,Real Pneumonia
-40.668232,-1.7114611,Real Pneumonia
-31.971241,-15.112862,Real Pneumonia
3.6704464,-7.563839,Real Pneumonia
-28.64035,11.345002,Real Pneumonia
45.6998,-15.3573065,Real Pneumonia
-36.471836,-9.35611,Real Pneumonia
-26.984755,10.021365,Real Pneumonia
-36.85683,-6.3334956,Real Pneumonia
18.99294,19.157406,Real Pneumonia
1.2125729,-10.598153,Real Pneumonia
-22.847237,14.677817,Real Pneumonia
-15.916193,21.743856,Real Pneumonia
-15.640888,-0.36273563,Real Pneumonia
-37.97868,-11.77736,Real Pneumonia
-29.156818,0.7664417,Real Pneumonia
-26.957796,6.955062,Real Pneumonia
-3.8473706,2.0098825,Real Pneumonia
-14.492911,8.042318,Real Pneumonia
25.43121,18.39785,Real Pneumonia
-29.10446,-13.986642,Real Pneumonia
3.5652876,-1.7095679,Real Pneumonia
-39.48863,-13.384139,Real Pneumonia
48.08913,11.850981,Real Pneumonia
-15.65177,20.165821,Real Pneumonia
-27.68832,-4.3620443,Real Pneumonia
-25.275019,28.398922,Real Pneumonia
-34.732227,-12.883743,Real Pneumonia
-30.296495,-8.114041,Real Pneumonia
-20.953197,10.414684,Real Pneumonia
-48.00894,-9.450147,Real Pneumonia
-34.880955,-7.617552,Real Pneumonia
-52.352234,-10.446663,Real Pneumonia
-13.087516,1.098505,Real Pneumonia
-11.360298,22.690674,Real Pneumonia
-20.726524,17.826504,Real Pneumonia
25.380487,19.1576,Real Pneumonia
-52.55934,-12.65385,Real Pneumonia
-47.55819,-5.033933,Real Pneumonia
-27.474566,2.6008446,Real Pneumonia
-23.46539,-8.462449,Real Pneumonia
-24.238718,-1.8449681,Real Pneumonia
-8.730194,-20.013077,Real Pneumonia
-10.922753,8.300621,Real Pneumonia
41.58677,-19.516314,Real Pneumonia
-18.31933,-5.875738,Real Pneumonia
-33.79011,-10.946872,Real Pneumonia
-25.911642,4.7082996,Real Pneumonia
-21.117945,-4.9292603,Real Pneumonia
-21.012669,10.641498,Real Pneumonia
-39.34412,-12.641039,Real Pneumonia
28.437645,21.75832,Real Pneumonia
-6.8137016,-17.472982,Real Pneumonia
-5.9952393,12.162256,Real Pneumonia
-43.852787,-4.329628,Real Pneumonia
-25.886463,8.456337,Real Pneumonia
-21.16347,15.832662,Real Pneumonia
-30.426586,-5.601638,Real Pneumonia
-42.19442,-8.750421,Real Pneumonia
-7.2582893,-16.304773,Real Pneumonia
-26.080181,-8.550465,Real Pneumonia
-7.775514,-9.263791,Real Pneumonia
-14.904303,15.566824,Real Pneumonia
-19.407001,-0.8723445,Real Pneumonia
-10.490545,-5.6330957,Real Pneumonia
-21.54083,-9.028513,Real Pneumonia
-43.46418,0.12201228,Real Pneumonia
-37.324524,-11.383287,Real Pneumonia
-23.841694,25.821135,Real Pneumonia
-18.046938,-7.8388424,Real Pneumonia
-9.526051,-12.015499,Real Pneumonia
-25.409958,5.261472,Real Pneumonia
-22.887045,-9.025689,Real Pneumonia
-9.640252,-15.48861,Real Pneumonia
-18.712278,-7.9050975,Real Pneumonia
-22.13501,8.756298,Real Pneumonia
-27.325434,23.88572,Real Pneumonia
20.10923,17.958817,Real Pneumonia
6.9415517,-8.945779,Real Pneumonia
49.3529,8.983188,Real Pneumonia
-21.463284,-10.53802,Real Pneumonia
-19.984625,21.656439,Real Pneumonia
-17.571129,-5.6069922,Real Pneumonia
23.873432,-9.651219,Real Pneumonia
-14.310199,15.513617,Real Pneumonia
-27.09907,-8.443768,Real Pneumonia
-21.709618,13.591725,Real Pneumonia
-39.812923,-3.4195986,Real Pneumonia
-18.579365,-15.6616955,Real Pneumonia
-23.173882,12.880327,Real Pneumonia
-16.025415,-7.4531217,Real Pneumonia
2.149612,-19.04891,Real Pneumonia
13.167088,23.876078,Real Pneumonia
-53.278915,-3.389648,Real Pneumonia
-19.186514,13.070912,Real Pneumonia
-31.688484,-4.8456893,Real Pneumonia
0.754684,4.712878,Real Pneumonia
-30.87739,15.81918,Real Pneumonia
-21.861094,27.251131,Real Pneumonia
-40.096764,-9.0179,Real Pneumonia
-31.448671,0.07455865,Real Pneumonia
-54.766563,-4.299689,Real Pneumonia
-11.523998,20.497337,Real Pneumonia
-31.848114,-4.401509,Real Pneumonia
